timestamp,second,loop_id,loop_tag,unit_name,loop_group,control_type,scenario,pv,sp,op,mode,p,i,d,engineering_unit,quality,event_marker
2026-06-16T08:00:00+08:00,0,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,251.005,251.754,43.994,AUTO,2.62,100,0,degC,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.705,5.421,43.8,AUTO,1.09,192,0,MPa,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,27.947,27.417,48.635,AUTO,2.09,230,0,%,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,43.43,43.042,51.893,AUTO,1.21,57,18,%,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.541,41.113,46.381,AUTO,1.6,103,0,%,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,286.179,286.81,48.112,AUTO,1.52,74,0,degC,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.478,2.705,44.859,AUTO,2.73,231,0,MPa,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,35.7,34.987,56.454,AUTO,1.87,88,0,%,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_21,FIC-1241,气化装置 B,前段,flow,manual_mode,48.158,47.973,44.662,AUTO,2.08,116,2,%,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_22,LIC-1248,气化装置 B,后段,level,data_quality_issue,50.536,50.087,45.758,AUTO,2.58,67,0,%,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_23,TIC-1255,气化装置 B,前段,temperature,disturbance,282.707,283.343,44.989,AUTO,2.54,168,0,degC,GOOD,window_start
2026-06-16T08:00:00+08:00,0,loop_24,PIC-1262,气化装置 B,后段,pressure,tuning_candidate,3.353,3.233,54.792,AUTO,0.96,250,0,MPa,GOOD,window_start
2026-06-16T08:00:01+08:00,1,loop_01,FIC-1101,气化装置 A,前段,flow,normal,53.671,54.34,55.74,AUTO,1.67,95,0.8,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_02,LIC-1108,气化装置 A,后段,level,normal,50.399,50.882,49.504,AUTO,1.07,259,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_03,TIC-1115,气化装置 A,前段,temperature,oscillation,210.332,210.161,47.036,AUTO,2.65,84,0,degC,GOOD,
2026-06-16T08:00:01+08:00,1,loop_04,PIC-1122,气化装置 A,后段,pressure,valve_stiction,3.855,3.254,48.709,AUTO,1.16,234,0,MPa,GOOD,
2026-06-16T08:00:01+08:00,1,loop_05,AIC-1129,气化装置 A,前段,composition,manual_mode,67.237,67.303,47.636,AUTO,1.73,147,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_06,FIC-1136,气化装置 A,后段,flow,data_quality_issue,63.025,62.891,45.847,AUTO,2.01,98,2.9,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_07,LIC-1143,气化装置 A,前段,level,disturbance,41.059,41.281,54.402,AUTO,1.25,207,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_08,TIC-1150,气化装置 A,后段,temperature,tuning_candidate,225.966,226.756,44.425,AUTO,1.96,138,0,degC,GOOD,
2026-06-16T08:00:01+08:00,1,loop_09,PIC-1157,气化装置 A,前段,pressure,normal,4.449,4.807,48.345,AUTO,2.24,119,0,MPa,GOOD,
2026-06-16T08:00:01+08:00,1,loop_10,AIC-1164,气化装置 A,后段,composition,normal,36.593,37.032,48.265,AUTO,2.01,213,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_11,FIC-1171,气化装置 A,前段,flow,oscillation,54.797,54.839,55.077,AUTO,2,154,13.2,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_12,LIC-1178,气化装置 A,后段,level,valve_stiction,48.611,48.133,43.474,AUTO,1.82,196,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,251.074,251.754,44.915,AUTO,2.62,100,0,degC,GOOD,
2026-06-16T08:00:01+08:00,1,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.697,5.421,44.352,AUTO,1.09,192,0,MPa,GOOD,
2026-06-16T08:00:01+08:00,1,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,27.996,27.417,48.999,AUTO,2.09,230,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,43.525,43.042,51.642,AUTO,1.21,57,18,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.583,41.113,46.597,AUTO,1.6,103,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,286.074,286.81,48.494,AUTO,1.52,74,0,degC,GOOD,
2026-06-16T08:00:01+08:00,1,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.476,2.705,45.668,AUTO,2.73,231,0,MPa,GOOD,
2026-06-16T08:00:01+08:00,1,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,35.676,34.987,56.731,AUTO,1.87,88,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_21,FIC-1241,气化装置 B,前段,flow,manual_mode,48.189,47.973,45.379,AUTO,2.08,116,2,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_22,LIC-1248,气化装置 B,后段,level,data_quality_issue,50.812,50.087,45.974,AUTO,2.58,67,0,%,GOOD,
2026-06-16T08:00:01+08:00,1,loop_23,TIC-1255,气化装置 B,前段,temperature,disturbance,282.588,283.343,45.719,AUTO,2.54,168,0,degC,GOOD,
2026-06-16T08:00:01+08:00,1,loop_24,PIC-1262,气化装置 B,后段,pressure,tuning_candidate,3.366,3.233,54.516,AUTO,0.96,250,0,MPa,GOOD,
2026-06-16T08:00:02+08:00,2,loop_01,FIC-1101,气化装置 A,前段,flow,normal,53.547,54.34,55.392,AUTO,1.67,95,0.8,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_02,LIC-1108,气化装置 A,后段,level,normal,50.467,50.882,49.909,AUTO,1.07,259,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_03,TIC-1115,气化装置 A,前段,temperature,oscillation,210.033,210.161,47.498,AUTO,2.65,84,0,degC,GOOD,
2026-06-16T08:00:02+08:00,2,loop_04,PIC-1122,气化装置 A,后段,pressure,valve_stiction,3.85,3.254,48.537,AUTO,1.16,234,0,MPa,GOOD,
2026-06-16T08:00:02+08:00,2,loop_05,AIC-1129,气化装置 A,前段,composition,manual_mode,67.37,67.303,48.007,AUTO,1.73,147,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_06,FIC-1136,气化装置 A,后段,flow,data_quality_issue,62.593,62.891,46.614,AUTO,2.01,98,2.9,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_07,LIC-1143,气化装置 A,前段,level,disturbance,40.974,41.281,54.169,AUTO,1.25,207,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_08,TIC-1150,气化装置 A,后段,temperature,tuning_candidate,225.727,226.756,44.909,AUTO,1.96,138,0,degC,GOOD,
2026-06-16T08:00:02+08:00,2,loop_09,PIC-1157,气化装置 A,前段,pressure,normal,4.451,4.807,48.736,AUTO,2.24,119,0,MPa,GOOD,
2026-06-16T08:00:02+08:00,2,loop_10,AIC-1164,气化装置 A,后段,composition,normal,36.632,37.032,48.439,AUTO,2.01,213,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_11,FIC-1171,气化装置 A,前段,flow,oscillation,54.755,54.839,54.461,AUTO,2,154,13.2,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_12,LIC-1178,气化装置 A,后段,level,valve_stiction,48.722,48.133,43.411,AUTO,1.82,196,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,251.423,251.754,45.339,AUTO,2.62,100,0,degC,GOOD,
2026-06-16T08:00:02+08:00,2,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.657,5.421,45.092,AUTO,1.09,192,0,MPa,GOOD,
2026-06-16T08:00:02+08:00,2,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,27.94,27.417,48.744,AUTO,2.09,230,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,43.338,43.042,51.534,AUTO,1.21,57,18,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.615,41.113,47.394,AUTO,1.6,103,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,286.313,286.81,48.902,AUTO,1.52,74,0,degC,GOOD,
2026-06-16T08:00:02+08:00,2,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.469,2.705,46.636,AUTO,2.73,231,0,MPa,GOOD,
2026-06-16T08:00:02+08:00,2,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,35.772,34.987,56.715,AUTO,1.87,88,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_21,FIC-1241,气化装置 B,前段,flow,manual_mode,48.371,47.973,45.596,AUTO,2.08,116,2,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_22,LIC-1248,气化装置 B,后段,level,data_quality_issue,50.544,50.087,46.537,AUTO,2.58,67,0,%,GOOD,
2026-06-16T08:00:02+08:00,2,loop_23,TIC-1255,气化装置 B,前段,temperature,disturbance,282.327,283.343,46.26,AUTO,2.54,168,0,degC,GOOD,
2026-06-16T08:00:02+08:00,2,loop_24,PIC-1262,气化装置 B,后段,pressure,tuning_candidate,3.361,3.233,54.029,AUTO,0.96,250,0,MPa,GOOD,
2026-06-16T08:00:03+08:00,3,loop_01,FIC-1101,气化装置 A,前段,flow,normal,53.462,54.34,54.544,AUTO,1.67,95,0.8,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_02,LIC-1108,气化装置 A,后段,level,normal,50.426,50.882,50.066,AUTO,1.07,259,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_03,TIC-1115,气化装置 A,前段,temperature,oscillation,210.071,210.161,47.878,AUTO,2.65,84,0,degC,GOOD,
2026-06-16T08:00:03+08:00,3,loop_04,PIC-1122,气化装置 A,后段,pressure,valve_stiction,3.827,3.254,48.632,AUTO,1.16,234,0,MPa,GOOD,
2026-06-16T08:00:03+08:00,3,loop_05,AIC-1129,气化装置 A,前段,composition,manual_mode,67.234,67.303,48.084,AUTO,1.73,147,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_06,FIC-1136,气化装置 A,后段,flow,data_quality_issue,62.694,62.891,47.08,AUTO,2.01,98,2.9,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_07,LIC-1143,气化装置 A,前段,level,disturbance,40.99,41.281,53.841,AUTO,1.25,207,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_08,TIC-1150,气化装置 A,后段,temperature,tuning_candidate,225.682,226.756,45.82,AUTO,1.96,138,0,degC,GOOD,
2026-06-16T08:00:03+08:00,3,loop_09,PIC-1157,气化装置 A,前段,pressure,normal,4.474,4.807,48.716,AUTO,2.24,119,0,MPa,GOOD,
2026-06-16T08:00:03+08:00,3,loop_10,AIC-1164,气化装置 A,后段,composition,normal,36.678,37.032,48.423,AUTO,2.01,213,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_11,FIC-1171,气化装置 A,前段,flow,oscillation,54.607,54.839,54.196,AUTO,2,154,13.2,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_12,LIC-1178,气化装置 A,后段,level,valve_stiction,48.751,48.133,43.372,AUTO,1.82,196,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,251.382,251.754,45.911,AUTO,2.62,100,0,degC,GOOD,
2026-06-16T08:00:03+08:00,3,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.64,5.421,45.674,AUTO,1.09,192,0,MPa,GOOD,
2026-06-16T08:00:03+08:00,3,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,27.933,27.417,48.575,AUTO,2.09,230,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,43.13,43.042,51.319,AUTO,1.21,57,18,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.445,41.113,47.459,AUTO,1.6,103,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,286.254,286.81,49.055,AUTO,1.52,74,0,degC,GOOD,
2026-06-16T08:00:03+08:00,3,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.479,2.705,47.158,AUTO,2.73,231,0,MPa,GOOD,
2026-06-16T08:00:03+08:00,3,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,35.866,34.987,56.476,AUTO,1.87,88,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_21,FIC-1241,气化装置 B,前段,flow,manual_mode,48.435,47.973,45.872,AUTO,2.08,116,2,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_22,LIC-1248,气化装置 B,后段,level,data_quality_issue,50.274,50.087,47.076,AUTO,2.58,67,0,%,GOOD,
2026-06-16T08:00:03+08:00,3,loop_23,TIC-1255,气化装置 B,前段,temperature,disturbance,282.355,283.343,46.732,AUTO,2.54,168,0,degC,GOOD,
2026-06-16T08:00:03+08:00,3,loop_24,PIC-1262,气化装置 B,后段,pressure,tuning_candidate,3.358,3.233,53.435,AUTO,0.96,250,0,MPa,GOOD,
2026-06-16T08:00:04+08:00,4,loop_01,FIC-1101,气化装置 A,前段,flow,normal,53.513,54.34,54.416,AUTO,1.67,95,0.8,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_02,LIC-1108,气化装置 A,后段,level,normal,50.503,50.882,50.293,AUTO,1.07,259,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_03,TIC-1115,气化装置 A,前段,temperature,oscillation,210.102,210.161,48.445,AUTO,2.65,84,0,degC,GOOD,
2026-06-16T08:00:04+08:00,4,loop_04,PIC-1122,气化装置 A,后段,pressure,valve_stiction,3.817,3.254,48.306,AUTO,1.16,234,0,MPa,GOOD,
2026-06-16T08:00:04+08:00,4,loop_05,AIC-1129,气化装置 A,前段,composition,manual_mode,67.321,67.303,48.204,AUTO,1.73,147,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_06,FIC-1136,气化装置 A,后段,flow,data_quality_issue,62.518,62.891,47.697,AUTO,2.01,98,2.9,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_07,LIC-1143,气化装置 A,前段,level,disturbance,41.1,41.281,53.648,AUTO,1.25,207,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_08,TIC-1150,气化装置 A,后段,temperature,tuning_candidate,225.796,226.756,46.67,AUTO,1.96,138,0,degC,GOOD,
2026-06-16T08:00:04+08:00,4,loop_09,PIC-1157,气化装置 A,前段,pressure,normal,4.473,4.807,48.727,AUTO,2.24,119,0,MPa,GOOD,
2026-06-16T08:00:04+08:00,4,loop_10,AIC-1164,气化装置 A,后段,composition,normal,36.602,37.032,48.615,AUTO,2.01,213,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_11,FIC-1171,气化装置 A,前段,flow,oscillation,54.854,54.839,53.519,AUTO,2,154,13.2,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_12,LIC-1178,气化装置 A,后段,level,valve_stiction,48.758,48.133,43.475,AUTO,1.82,196,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,251.282,251.754,46.783,AUTO,2.62,100,0,degC,GOOD,
2026-06-16T08:00:04+08:00,4,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.62,5.421,46.366,AUTO,1.09,192,0,MPa,GOOD,
2026-06-16T08:00:04+08:00,4,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,28.037,27.417,48.382,AUTO,2.09,230,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,42.928,43.042,51.269,AUTO,1.21,57,18,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.495,41.113,47.772,AUTO,1.6,103,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,285.854,286.81,48.945,AUTO,1.52,74,0,degC,GOOD,
2026-06-16T08:00:04+08:00,4,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.484,2.705,47.907,AUTO,2.73,231,0,MPa,GOOD,
2026-06-16T08:00:04+08:00,4,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,36.041,34.987,56.267,AUTO,1.87,88,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_21,FIC-1241,气化装置 B,前段,flow,manual_mode,48.53,47.973,46.433,AUTO,2.08,116,2,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_22,LIC-1248,气化装置 B,后段,level,data_quality_issue,50.13,50.087,47.684,AUTO,2.58,67,0,%,GOOD,
2026-06-16T08:00:04+08:00,4,loop_23,TIC-1255,气化装置 B,前段,temperature,disturbance,282.715,283.343,47.116,AUTO,2.54,168,0,degC,GOOD,
2026-06-16T08:00:04+08:00,4,loop_24,PIC-1262,气化装置 B,后段,pressure,tuning_candidate,3.343,3.233,53.278,AUTO,0.96,250,0,MPa,GOOD,
2026-06-16T08:00:05+08:00,5,loop_01,FIC-1101,气化装置 A,前段,flow,normal,53.467,54.34,54.199,AUTO,1.67,95,0.8,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_02,LIC-1108,气化装置 A,后段,level,normal,50.39,50.882,50.067,AUTO,1.07,259,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_03,TIC-1115,气化装置 A,前段,temperature,oscillation,210.295,210.161,48.913,AUTO,2.65,84,0,degC,GOOD,
2026-06-16T08:00:05+08:00,5,loop_04,PIC-1122,气化装置 A,后段,pressure,valve_stiction,3.82,3.254,48.547,AUTO,1.16,234,0,MPa,GOOD,
2026-06-16T08:00:05+08:00,5,loop_05,AIC-1129,气化装置 A,前段,composition,manual_mode,67.435,67.303,48.486,AUTO,1.73,147,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_06,FIC-1136,气化装置 A,后段,flow,data_quality_issue,62.325,62.891,48.37,AUTO,2.01,98,2.9,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_07,LIC-1143,气化装置 A,前段,level,disturbance,41.187,41.281,52.975,AUTO,1.25,207,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_08,TIC-1150,气化装置 A,后段,temperature,tuning_candidate,225.932,226.756,47.035,AUTO,1.96,138,0,degC,GOOD,
2026-06-16T08:00:05+08:00,5,loop_09,PIC-1157,气化装置 A,前段,pressure,normal,4.489,4.807,48.869,AUTO,2.24,119,0,MPa,GOOD,
2026-06-16T08:00:05+08:00,5,loop_10,AIC-1164,气化装置 A,后段,composition,normal,36.678,37.032,48.665,AUTO,2.01,213,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_11,FIC-1171,气化装置 A,前段,flow,oscillation,54.972,54.839,53.431,AUTO,2,154,13.2,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_12,LIC-1178,气化装置 A,后段,level,valve_stiction,48.687,48.133,43.811,AUTO,1.82,196,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,250.87,251.754,47.359,AUTO,2.62,100,0,degC,GOOD,
2026-06-16T08:00:05+08:00,5,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.638,5.421,46.652,AUTO,1.09,192,0,MPa,GOOD,
2026-06-16T08:00:05+08:00,5,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,27.931,27.417,48.522,AUTO,2.09,230,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,43.035,43.042,51.469,AUTO,1.21,57,18,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.429,41.113,48.276,AUTO,1.6,103,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,285.484,286.81,48.914,AUTO,1.52,74,0,degC,GOOD,
2026-06-16T08:00:05+08:00,5,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.495,2.705,48.638,AUTO,2.73,231,0,MPa,GOOD,
2026-06-16T08:00:05+08:00,5,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,36.121,34.987,56.32,AUTO,1.87,88,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_21,FIC-1241,气化装置 B,前段,flow,manual_mode,48.342,47.973,46.897,AUTO,2.08,116,2,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_22,LIC-1248,气化装置 B,后段,level,data_quality_issue,49.667,50.087,47.834,AUTO,2.58,67,0,%,GOOD,
2026-06-16T08:00:05+08:00,5,loop_23,TIC-1255,气化装置 B,前段,temperature,disturbance,282.828,283.343,47.684,AUTO,2.54,168,0,degC,GOOD,
2026-06-16T08:00:05+08:00,5,loop_24,PIC-1262,气化装置 B,后段,pressure,tuning_candidate,3.333,3.233,52.649,AUTO,0.96,250,0,MPa,GOOD,
2026-06-16T08:00:06+08:00,6,loop_01,FIC-1101,气化装置 A,前段,flow,normal,53.538,54.34,53.832,AUTO,1.67,95,0.8,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_02,LIC-1108,气化装置 A,后段,level,normal,50.277,50.882,49.97,AUTO,1.07,259,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_03,TIC-1115,气化装置 A,前段,temperature,oscillation,210.358,210.161,49.018,AUTO,2.65,84,0,degC,GOOD,
2026-06-16T08:00:06+08:00,6,loop_04,PIC-1122,气化装置 A,后段,pressure,valve_stiction,3.821,3.254,48.535,AUTO,1.16,234,0,MPa,GOOD,
2026-06-16T08:00:06+08:00,6,loop_05,AIC-1129,气化装置 A,前段,composition,manual_mode,67.612,67.303,48.57,AUTO,1.73,147,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_06,FIC-1136,气化装置 A,后段,flow,data_quality_issue,62.073,62.891,48.87,AUTO,2.01,98,2.9,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_07,LIC-1143,气化装置 A,前段,level,disturbance,41.136,41.281,52.783,AUTO,1.25,207,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_08,TIC-1150,气化装置 A,后段,temperature,tuning_candidate,226.153,226.756,47.735,AUTO,1.96,138,0,degC,GOOD,
2026-06-16T08:00:06+08:00,6,loop_09,PIC-1157,气化装置 A,前段,pressure,normal,4.487,4.807,49.19,AUTO,2.24,119,0,MPa,GOOD,
2026-06-16T08:00:06+08:00,6,loop_10,AIC-1164,气化装置 A,后段,composition,normal,36.837,37.032,48.812,AUTO,2.01,213,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_11,FIC-1171,气化装置 A,前段,flow,oscillation,55.001,54.839,52.939,AUTO,2,154,13.2,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_12,LIC-1178,气化装置 A,后段,level,valve_stiction,48.668,48.133,43.98,AUTO,1.82,196,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_13,TIC-1185,气化装置 B,前段,temperature,manual_mode,250.436,251.754,48.101,AUTO,2.62,100,0,degC,GOOD,
2026-06-16T08:00:06+08:00,6,loop_14,PIC-1192,气化装置 B,后段,pressure,data_quality_issue,5.633,5.421,46.746,AUTO,1.09,192,0,MPa,GOOD,
2026-06-16T08:00:06+08:00,6,loop_15,AIC-1199,气化装置 B,前段,composition,disturbance,27.953,27.417,48.496,AUTO,2.09,230,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_16,FIC-1206,气化装置 B,后段,flow,tuning_candidate,42.887,43.042,51.11,AUTO,1.21,57,18,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_17,LIC-1213,气化装置 B,前段,level,normal,40.565,41.113,48.228,AUTO,1.6,103,0,%,GOOD,
2026-06-16T08:00:06+08:00,6,loop_18,TIC-1220,气化装置 B,后段,temperature,normal,285.923,286.81,48.999,AUTO,1.52,74,0,degC,GOOD,
2026-06-16T08:00:06+08:00,6,loop_19,PIC-1227,气化装置 B,前段,pressure,oscillation,2.496,2.705,48.657,AUTO,2.73,231,0,MPa,GOOD,
2026-06-16T08:00:06+08:00,6,loop_20,AIC-1234,气化装置 B,后段,composition,valve_stiction,35.99,34.987,56.599,AUTO,1.87,88,0,%,GOOD,
